slug,title,author,isbn,status,first_published,date_updated,notes
libra,Libra,Don DeLillo,9780140156041,read,1988,,
life-a-users-manual,Life: A User's Manual,Georges Perec,,read,1978,,
life-and-death-are-wearing-me-out,Life and Death Are Wearing Me Out,Mo Yan,9781628722499,want,2016,,
life-of-galileo,Life of Galileo,Bertolt Brecht,,read,2013,,
life-times-of-michael-k,Life & Times of Michael K,J.M. Coetzee,9780099479154,read,1983,,
light,Light,M. John Harrison,9780553587333,read,2002,,
light-in-august,Light in August,William Faulkner,9780679642480,read,1931,,
lilith,Lilith,George MacDonald,9781785359095,read,2017,,
limbo,Limbo,Ole Sarvig,8711889438,read,1963,,
limits-to-growth,Limits to Growth,Meadows et al.,9781603581554,read,1972,,
lincoln-in-the-bardo,Lincoln in the Bardo,George Saunders,9780812985405,want,2017,,
linear-algebra-done-right,Linear Algebra Done Right,Sheldon Axler,9783319110806,read,2004,,
linked,Linked,Albert‑László Barabási,0452284392,read,2002,,
lirael,Lirael,Garth Nix,0807208582,read,2001,,
literate-programming,Literate Programming,Donald E. Knuth,0937073814,read,1992,,
little-brother,Little Brother,Cory Doctorow,9789049501990,read,2008,,
little-dorrit,Little Dorrit,Charles Dickens,1541194926,read,1800,,
little-lord-fauntleroy,Little Lord Fauntleroy,Frances Hodgson Burnett,,read,1886,,
little-women,Little Women,Louisa May Alcott,0671086278,read,1953,,
lives-of-girls-and-women,Lives of Girls and Women,Alice Munro,,read,1971,,
lives-of-the-noble-greeks-and-romans,Lives of the Noble Greeks and Romans,Plutarch,,read,,,
lives-of-the-poets,Lives of the Poets,Samuel Johnson,,read,1779,,
lock-and-key-the-gadwall-incident,Lock and Key: The Gadwall Incident,Ridley Pearson,9780062661272,read,2016,,
logical-investigations,Logical Investigations,Edmund Husserl,9780415241908,read,2001,,
lolita,Lolita,Vladimir Nabokov,0141197013,read,1777,,
lolly-willowes,Lolly Willowes,Sylvia Townsend Warner,9780369407078,read,2022,,
long-days-journey-into-night,Long Day's Journey into Night,Eugene O'Neill,9780300190182,read,1956,,
long-walk-to-freedom,Long Walk to Freedom,Nelson Mandela,9780759521049,read,1994,,
longinus-on-the-sublime,Longinus On the Sublime,Longinus,,read,1742,,
look-homeward-angel,"Look Homeward, Angel",Thomas Wolfe,,read,2025,,
look-to-windward,Look to Windward,Iain M. Banks,9781982156060,read,2000,,
lord-arthur-savile-s-crime-and-other-stories,Lord Arthur Savile's Crime and Other Stories,Oscar Wilde,,read,2021,,
lord-fouls-bane,Lord Foul's Bane,Stephen R. Donaldson,,read,1977,,
lord-jim,Lord Jim,Joseph Conrad,9780679405443,read,1900,,
lord-of-chaos,Lord of Chaos,Robert Jordan,,read,,,
lord-of-emperors,Lord of Emperors,Guy Gavriel Kay,9781101464519,read,2001,,
lord-of-light,Lord of Light,Roger Zelazny,,read,1967,,
lord-peter-views-the-body,Lord Peter Views the Body,Dorothy L. Sayers,9783989733756,read,2024,,
lord-tony-s-wife,Lord Tony's Wife,Emmuska Orczy,9781513277196,read,2021,,
lorna-doone,Lorna Doone,R. D. Blackmore,1493790838,read,2013,,
lost-children-archive,Lost Children Archive,Valeria Luiselli,9780525436461,want,2019,,
lost-face,Lost Face,Jack London,9798728149347,read,2021,,
lost-illusions,Lost Illusions,Honoré de Balzac,9786558949954,read,1913,,
lost-in-the-cosmos,Lost in the Cosmos,Walker Percy,0312253990,read,1983,,
lost-souls,Lost Souls,Poppy Z. Brite,9780307768285,read,1992,,
love-among-the-chickens,Love Among the Chickens,P. G. Wodehouse,,read,1908,,
love-in-a-fallen-city,Love in a Fallen City,Eileen Chang,9781681372440,read,1985,,
love-in-the-time-of-cholera,Love in the Time of Cholera,Gabriel García Márquez,9780375400698,read,1997,,
love-is-a-dog-from-hell,Love Is a Dog From Hell,Charles Bukowski,,read,1977,,
love-medicine,Love Medicine,Louise Erdrich,0060975814,read,1989,,
lucifers-hammer,Lucifer's Hammer,Larry Niven,,read,1977,,
lud-in-the-mist,Lud-in-the-Mist,Hope Mirrlees,1440543380,read,1926,,
lunch-poems,Lunch Poems,Frank O'Hara,,read,,,
lyrical-ballads,Lyrical Ballads,William Wordsworth,,read,1798,,
lysis,Lysis,Plato,1518703062,read,1888,,
lysistrata,Lysistrata,Aristophanes,,read,1872,,
ma-raineys-black-bottom,Ma Rainey's Black Bottom,August Wilson,9780452261136,read,1985,,
macbeth,Macbeth,William Shakespeare,0415238242,read,1508,,
machiavelli-on-business,Machiavelli on Business,"Niccolò Machiavelli, Stephen Brennan",9781629140773,read,2015,,
madame-bovary-2,Madame Bovary,Gustave Flaubert,9781509847686,read,1856,,
maddaddam,MaddAddam,Margaret Atwood,9780385537834,want,2014,,
madness-and-civilization,Madness and Civilization,Michel Foucault,9780415253857,read,2001,,
maelstrom,Maelstrom,Peter Watts,,read,2001,,
magic-mountain,Magic Mountain,Thomas Mann,,read,2019,,
magician-apprentice,Magician: Apprentice,Raymond E. Feist,,read,1982,,
magnificent-obsession,Magnificent Obsession,Lloyd Cassel Douglas,0395957745,read,1999,,
mahabharata,Mahabharata,Vyasa,,read,1998,,
main-street,Main Street,Sinclair Lewis,9780451530981,read,1634,,
maiwa-s-revenge,Maiwa's Revenge,Henry Rider Haggard,1511765933,read,2015,,
major-barbara,Major Barbara,George Bernard Shaw,9791041802425,read,1909,,
malgudi-days,Malgudi Days,R.K. Narayan,0143039652,want,2006,,
malice,Malice,Keigo Higashino,9781250035615,want,2014,,
malware-data-science-attack-detection-and-attribution,Malware Data Science: Attack Detection and Attribution,"Joshua Saxe, Hillary Sanders",9781593278601,read,2018,,
man-and-superman,Man and Superman,George Bernard Shaw,9781473394919,read,1903,,
man-and-wife,Man and Wife,Tony Parsons,0006514820,read,2003,,
man-economy-and-state,Man Economy and State,Murray Rothbard,9781933550992,read,1962,,
manfred,Manfred,Lord Byron,,read,1817,,
manhattan-beach,Manhattan Beach,Jennifer Egan,9781476716756,want,2017,,
manhattan-transfer,Manhattan Transfer,John Dos Passos,,read,1925,,
mans-fate,Man's Fate,André Malraux,,read,1933,,
mans-search-for-meaning,Man's Search for Meaning,Viktor E. Frankl,,read,1997,,
mansfield-park,Mansfield Park,Jane Austen,9781551110981,read,1814,,
manyoshu,Manyoshu,Various (Japanese),9780486123479,read,2012,,
mao-ii,Mao II,Don DeLillo,0140152741,read,1991,,
margins-of-philosophy,Margins of Philosophy,Jacques Derrida,0226143260,read,1982,,
maria-chapdelaine,Maria Chapdelaine,Louis Hémon,,read,1921,,
marius-the-epicurean,Marius the Epicurean,Walter Pater,,read,1909,,
marriage-and-morals,Marriage and Morals,Bertrand Russell,9781134015368,read,1929,,
martian-time-slip,Martian Time-Slip,Philip K. Dick,,read,1964,,
martin-chuzzlewit,Martin Chuzzlewit,Charles Dickens,9781427045423,read,2009,,
martin-eden,Martin Eden,Jack London,,read,1919,,
mary-barton,Mary Barton,Elizabeth Gaskell,9783368318666,read,1848,,
mary-mary,"Mary, Mary",Mary Mary,,read,1818,,
masnavi,Masnavi,Rumi,9780192804389,read,1851,,
mason-dixon,Mason & Dixon,Thomas Pynchon,9781101594643,read,1997,,
master-flea,Master Flea,E.T.A. Hoffmann,,read,2017,,
mathematical-theory-of-communication,Mathematical Theory of Communication,Claude Shannon,9780252098031,read,1949,,
mathematical-thought-from-ancient-to-modern-times,Mathematical Thought from Ancient to Modern Times,Morris Kline,9780195061376,read,1972,,
mathematics-and-plausible-reasoning,Mathematics and Plausible Reasoning,George Pólya,9780691025100,read,1954,,
mathematics-and-the-imagination,Mathematics and the Imagination,Kasner & Newman,,read,1940,,
mathematics-for-the-nonmathematician,Mathematics for the Nonmathematician,Morris Kline,9780486316130,read,1985,,
matter,Matter,Iain M. Banks,9780316040723,want,2008,,
matter-and-memory,Matter and Memory,Henri Bergson,,read,1959,,
mauprat,Mauprat,George Sand,,read,1908,,
maurice,Maurice,E.M. Forster,,read,1971,,
mcteague,McTeague,Frank Norris,,read,1903,,
meaning-and-necessity,Meaning and Necessity,Rudolf Carnap,9781446545560,read,1947,,
measure-for-measure,Measure for Measure,William Shakespeare,9781982157418,read,1700,,
measure-theory,Measure Theory,Paul Halmos,9781468494402,read,1950,,
medea,Medea,Euripides,9780486113753,read,1703,,
meditations,Meditations,René Descartes,9781515440604,read,1999,,
meditations-2,Meditations,Marcus Aurelius,1853264865,read,1626,,
meditations-on-first-philosophy,Meditations on First Philosophy,René Descartes,9781515440604,read,1999,,
meditations-on-quixote,Meditations on Quixote,José Ortega y Gasset,9786558947370,read,1961,,
melmoth-the-wanderer,Melmoth the Wanderer,Charles Maturin,9788026898238,read,2018,,
memoirs-found-in-a-bathtub,Memoirs Found in a Bathtub,Stanisław Lem,,read,1986,,
memoirs-of-a-dutiful-daughter,Memoirs of a Dutiful Daughter,Simone de Beauvoir,9780060825195,read,1959,,
memoirs-of-a-foxhunting-man,Memoirs of a Foxhunting Man,Siegfried Sassoon,,read,2022,,
memoirs-of-a-midget,Memoirs of a Midget,Walter De la Mare,1494145464,read,2014,,
memoirs-of-a-revolutionist,Memoirs of a Revolutionist,Petr Alekseevich Kropotkin (kni︠a︡zʹ),0921689195,read,1989,,
memoirs-of-ars-ne-lupin,Memoirs of Arsène Lupin,Maurice Leblanc,9791041802548,read,2023,,
memorabilia,Memorabilia,Xenophon,,read,1650,,
memories-of-ice,Memories of Ice,Steven Erikson,0765310031,read,2001,,
memory-for-forgetfulness,Memory for Forgetfulness,Mahmoud Darwish,9780520087682,read,1995,,
men-and-women,Men and Women,Robert Browning,,read,1855,,
men-explain-things-to-me,Men Explain Things to Me,Rebecca Solnit,9781783780808,read,1900,,
men-of-maize,Men of Maize,Miguel Ángel Asturias,9780143138402,read,1949,,
mencius,Mencius,Mencius,9780231122047,read,1963,,
meno,Meno,Plato,0521172284,want,2014,,
merchanters-luck,Merchanter's Luck,C.J. Cherryh,0786241373,read,1982,,
mercy-watson-to-the-rescue,Mercy Watson to the Rescue,Kate DiCamillo,9780763668174,read,2013,,
meridian,Meridian,Alice Walker,9781453223963,read,1976,,
metamorphoses,Metamorphoses,Ovid,0253200016,read,1479,,
metamorphosis-2,Metamorphosis,Franz Kafka,,want,2020,,
metaphysics,Metaphysics,Aristotle,9781624664410,read,1968,,
metasploit,Metasploit,"David Kennedy, Jim O'Gorman, Devon Kearns, Mati Aharoni",9781593274023,read,2011,,
mexico-city-blues,Mexico City Blues,Jack Kerouac,9780802195685,read,1959,,
michael-strogoff,Michael Strogoff,Jules Verne,,read,1895,,
microm-gas,Micromégas,Voltaire,1095905449,want,2019,,
microservices-patterns,Microservices Patterns,Chris Richardson,9781638356325,read,2018,,
midaq-alley,Midaq Alley,Naguib Mahfouz,9780385264761,read,1984,,
middlemarch,Middlemarch,George Eliot,1853262374,read,1800,,
midnight-tides,Midnight Tides,Steven Erikson,0765310058,read,1998,,
midnights-children,Midnights Children,Salman Rushdie,9780307744111,read,1981,,
midnights-children-2,Midnight's Children,Salman Rushdie,9780307744111,read,1981,,
midwinter,Midwinter,Tove Jansson,9781466871601,read,2014,,
mike,Mike,Virginia Lee Burton,9780395861349,read,1997,,
mile-or-on-education,"Émile, or On Education",Jean-Jacques Rousseau,,want,2007,,
milton,Milton,William Blake,,read,1810,,
mimesis,Mimesis,Erich Auerbach,9781400847952,read,1946,,
minaret,Minaret,Leila Aboulela,9780802170149,read,2005,,
mind-and-cosmos,Mind and Cosmos,Thomas Nagel,9780199977192,want,2012,,
mind-language-and-society,"Mind, Language and Society",John Searle,9780465045211,read,1998,,
mind-of-my-mind,Mind of My Mind,Octavia E. Butler,9781538765432,read,1977,,
minima-moralia,Minima Moralia,Theodor W. Adorno,9781788738538,read,1951,,
ministry-for-the-future,Ministry for the Future,Kim Stanley Robinson,9780316300162,read,2020,,
mirror-dance,Mirror Dance,Lois McMaster Bujold,9780671722104,read,1994,,
misbehaving,Misbehaving,Richard Thaler,9780393246773,read,2015,,
misery,Misery,Stephen King,9781501141249,read,1978,,
miss-julie,Miss Julie,August Strindberg,9780486272818,read,1925,,
miss-marjoribanks,Miss Marjoribanks,Margaret Oliphant,,read,1870,,
mistborn,Mistborn,Brandon Sanderson,0575118563,read,2001,,
mistress-of-mistresses,Mistress of Mistresses,E.R. Eddison,9781473212091,read,1935,,
moby-dick,Moby Dick,Herman Melville,,read,1851,,
modern-moral-philosophy,Modern Moral Philosophy,Elizabeth Anscombe,9781351352505,want,2017,,
modern-operating-systems-2,Modern Operating Systems,Andrew S. Tanenbaum,013359162X,read,1992,,
modeste-mignon,Modeste Mignon,Honoré de Balzac,,read,1901,,
moll-flanders,Moll Flanders,Daniel Defoe,9780375760105,read,1722,,
molloy,Molloy,Samuel Beckett,0802151361,read,1951,,
mona-lisa-overdrive,Mona Lisa Overdrive,William Gibson,9780553281743,read,1987,,
monadology,Monadology,Gottfried Wilhelm Leibniz,1514389002,want,2012,,
monday-starts-on-saturday,Monday Starts on Saturday,Arkady and Boris Strugatsky,9781684581313,read,2005,,
monologion,Monologion,Anselm of Canterbury,,read,1929,,
monsieur-lecoq,Monsieur Lecoq,Emile Gaboriau,,read,2015,,
monstrous-regiment,Monstrous Regiment,Terry Pratchett,9781472537201,read,2003,,
montage-of-a-dream-deferred,Montage of a Dream Deferred,Langston Hughes,9781410335159,read,1951,,
moon-witch-spider-king,"Moon Witch, Spider King",Marlon James,9780735220225,want,2022,,
moonfleet,Moonfleet,John Meade Falkner,,read,1909,,
moralia,Moralia,Plutarch,,read,1500,,
moravagine,Moravagine,Blaise Cendrars,,read,1926,,
more-effective-c,More Effective C++,Scott Meyers,,read,1995,,
more-programming-pearls,More Programming Pearls,Jon Bentley,9780134498034,read,1988,,
more-than-human,More Than Human,Theodore Sturgeon,0881849189,read,1952,,
moribund-society-and-anarchy,Moribund Society and Anarchy,Jean Grave,,read,1899,,
mort,Mort,Terry Pratchett,0606318410,read,1987,,
mortal-questions,Mortal Questions,Thomas Nagel,9781107394544,read,1979,,
mother,Mother,Maxim Gorky,,read,1907,,
mother-courage-and-her-children,Mother Courage and Her Children,Bertolt Brecht,9781408125755,read,2007,,
mother-night,Mother Night,Kurt Vonnegut,9780385334143,read,1961,,
mother-of-1084,Mother of 1084,Mahasweta Devi,,read,1998,,
mourning-becomes-electra,Mourning Becomes Electra,Eugene O'Neill,,read,1931,,
mouthful-of-birds,Mouthful of Birds,Samanta Schweblin,9780399184635,want,2020,,
moving-the-centre,Moving the Centre,Ngũgĩ wa Thiong'o,0852555318,read,1992,,
mozi,Mozi,Mozi,9780190906184,read,1875,,
mrs-dalloway,Mrs Dalloway,Virginia Woolf,,read,1925,,
much-ado-about-nothing,Much Ado About Nothing,William Shakespeare,,read,1600,,
mulamadhyamakakarika,Mulamadhyamakakarika,Nāgārjuna,9780195093360,read,1970,,
mules-and-men,Mules and Men,Zora Neale Hurston,,read,1935,,
murder-in-the-gunroom,Murder in the Gunroom,Henry Beam Piper,9782322443604,read,2022,,
murder-in-the-maze,Murder in the Maze,J J Connington,9781471905926,read,2012,,
murder-must-advertise,Murder Must Advertise,Dorothy L. Sayers,,read,1933,,
murder-on-the-orient-express,Murder on the Orient Express,Agatha Christie,,read,1933,,
my-brilliant-career,My Brilliant Career,M. Franklin,9785874337025,read,1983,,
my-brilliant-friend,My Brilliant Friend,Elena Ferrante,9781609458638,want,2023,,
my-childhood,My Childhood,Maxim Gorky,,read,1915,,
my-disillusionment-in-russia,My Disillusionment in Russia,Emma Goldman,9783368903077,read,2023,,
my-first-summer-in-the-sierra,My First Summer in the Sierra,John Reid Muir,1647989876,read,2021,,
my-name-is-red,My Name Is Red,Orhan Pamuk,096504341X,read,2001,,
my-ntonia,My Ántonia,Willa Cather,9782322126026,read,1818,,
my-own-words,My Own Words,Ruth Bader Ginsburg,9781501145261,read,2016,,
my-reminiscences,My Reminiscences,Rabindranath Tagore,,read,1917,,
my-struggle-book-1,My Struggle: Book 1,Karl Ove Knausgård,9780374534141,want,2015,,
my-struggle-book-2,My Struggle: Book 2,Karl Ove Knausgård,9780374534189,want,2013,,
mystery-at-lynden-sands,Mystery at Lynden Sands,J J Connington,9783989733213,read,2024,,
myth-conceptions,Myth Conceptions,Robert Asprin,,read,1980,,
myth-directions,Myth Directions,Robert Asprin,,read,,,
myth-of-sisyphus,Myth of Sisyphus,Albert Camus,9780141182001,read,1955,,
mythical-man-month,Mythical Man Month,Fred Brooks,,read,1995,,
mythologies,Mythologies,Roland Barthes,,read,1957,,
nadja,Nadja,André Breton,,read,1928,,
naked-lunch,Naked Lunch,William S. Burroughs,,read,,,
naming-and-necessity,Naming and Necessity,Saul Kripke,0674598466,read,1980,,
narcissus-and-goldmund,Narcissus and Goldmund,Hermann Hesse,0312421672,read,1971,,
narrative-of-the-life-of-frederick-douglass,Narrative of the Life of Frederick Douglass,Frederick Douglass,,read,1845,,
national-avenue,National Avenue,Booth Tarkington,,read,,,
nationalism,Nationalism,Rabindranath Tagore,,read,1917,,
native-son,Native Son,Richard Wright,,read,1940,,
natural-goodness,Natural Goodness,Philippa Foot,019926547X,read,2001,,
nature,Nature,Ralph Waldo Emerson,,read,1836,,
natya-shastra,Natya Shastra,Bharata Muni,,read,,,
nausea,Nausea,Jean-Paul Sartre,0811217000,read,1949,,
near-to-the-wild-heart,Near to the Wild Heart,Clarice Lispector,9780811220026,want,2012,,
necromancer,Necromancer,Gordon R. Dickson,9781627934800,read,2013,,
necropolitics,Necropolitics,Achille Mbembe,9781478007227,want,2016,,
negative-dialectics,Negative Dialectics,Theodor W. Adorno,9781134940844,want,2014,,
neptune-s-inferno-the-u-s-navy-at-guadalcanal,Neptune's Inferno: The U.S. Navy at Guadalcanal,James D. Hornfischer,9780553806700,read,2011,,
nervous-conditions,Nervous Conditions,Tsitsi Dangarembga,9781644451632,read,1988,,
nettle-bone,Nettle & Bone,T. Kingfisher,9781250244031,want,2022,,
network-effect,Network Effect,Martha Wells,9781250229847,want,2020,,
network-science,Network Science,Albert‑László Barabási,9781107076266,read,2016,,
network-security-bible,Network Security Bible,Eric Cole,9780470570005,read,2004,,
network-security-private-communication-in-a-public-world,Network Security: Private Communication in a Public World,"Charlie Kaufman, Radia Perlman, Mike Speciner",9780132797160,read,2002,,
neural-network-programming-with-java-second-edition,Neural Network Programming with Java Second Edition,"Alan M. F. Souza, Fabio M. Soares",1787126056,read,2017,,
neuromancer,Neuromancer,William Gibson,9780143111603,read,1984,,
never-let-me-go,Never Let Me Go,Kazuo Ishiguro,9781400044832,read,2005,,
