Category,Title,Author,Priority
Philosophy,An Enquiry Concerning Human Understanding,David Hume,1
Philosophy,An Enquiry Concerning the Principles of Morals,David Hume,1
Philosophy,Dialogues Concerning Natural Religion,David Hume,1
Philosophy,The Natural History of Religion,David Hume,1
Philosophy,On What Matters,Derek Parfit,1
Philosophy,Reasons and Persons,Derek Parfit,1
Philosophy,Discourse on Method,Descartes,1
Philosophy,Meditations,Descartes,1
Philosophy,Cartesian Meditations,Edmund Husserl,1
Philosophy,Ideas Pertaining to a Pure Phenomenology,Edmund Husserl,1
Philosophy,Logical Investigations,Edmund Husserl,1
Philosophy,The Crisis of European Sciences and Transcendental Phenomenology,Edmund Husserl,1
Philosophy,Otherwise than Being,Emmanuel Levinas,1
Philosophy,Totality and Infinity,Emmanuel Levinas,1
Philosophy,Discourses,Epictetus,1
Philosophy,Enchiridion,Epictetus,1
Philosophy,Discipline and Punish,Foucault,1
Philosophy,Beyond Good and Evil,Friedrich Nietzsche,1
Philosophy,Daybreak,Friedrich Nietzsche,1
Philosophy,Ecce Homo,Friedrich Nietzsche,1
Philosophy,"Human, All Too Human",Friedrich Nietzsche,1
Philosophy,On the Genealogy of Morals,Friedrich Nietzsche,1
Philosophy,The Antichrist,Friedrich Nietzsche,1
Philosophy,The Birth of Tragedy,Friedrich Nietzsche,1
Philosophy,The Gay Science,Friedrich Nietzsche,1
Philosophy,Thus Spoke Zarathustra,Friedrich Nietzsche,1
Philosophy,Twilight of the Idols,Friedrich Nietzsche,1
Philosophy,Encyclopaedia of the Philosophical Sciences,G.W.F. Hegel,1
Philosophy,Lectures on the Philosophy of History,G.W.F. Hegel,1
Philosophy,Phenomenology of Spirit,G.W.F. Hegel,1
Philosophy,Philosophy of Right,G.W.F. Hegel,1
Philosophy,Science of Logic,G.W.F. Hegel,1
Philosophy,A Thousand Plateaus,Gilles Deleuze,1
Philosophy,Anti-Oedipus,Gilles Deleuze,1
Philosophy,Difference and Repetition,Gilles Deleuze,1
Philosophy,Nietzsche and Philosophy,Gilles Deleuze,1
Philosophy,Discourse on Metaphysics,Gottfried Wilhelm Leibniz,1
Philosophy,Monadology,Gottfried Wilhelm Leibniz,1
Philosophy,New Essays on Human Understanding,Gottfried Wilhelm Leibniz,1
Philosophy,Theodicy,Gottfried Wilhelm Leibniz,1
Philosophy,Between Past and Future,Hannah Arendt,1
Philosophy,Eichmann in Jerusalem,Hannah Arendt,1
Philosophy,On Revolution,Hannah Arendt,1
Philosophy,The Human Condition,Hannah Arendt,1
Philosophy,The Origins of Totalitarianism,Hannah Arendt,1
Philosophy,Being and Time,Heidegger,1
Philosophy,Treatise of Human Nature,Hume,1
Philosophy,Critique of Judgment,Immanuel Kant,1
Philosophy,Critique of Practical Reason,Immanuel Kant,1
Philosophy,Critique of Pure Reason,Immanuel Kant,1
Philosophy,Groundwork of the Metaphysics of Morals,Immanuel Kant,1
Philosophy,Perpetual Peace,Immanuel Kant,1
Philosophy,Prolegomena to Any Future Metaphysics,Immanuel Kant,1
Philosophy,Religion within the Bounds of Bare Reason,Immanuel Kant,1
Philosophy,Margins of Philosophy,Jacques Derrida,1
Philosophy,Specters of Marx,Jacques Derrida,1
Philosophy,Writing and Difference,Jacques Derrida,1
Philosophy,Confessions,Jean-Jacques Rousseau,1
Philosophy,Discourse on the Origin of Inequality,Jean-Jacques Rousseau,1
Philosophy,Reveries of the Solitary Walker,Jean-Jacques Rousseau,1
Philosophy,The Social Contract,Jean-Jacques Rousseau,1
Philosophy,"Émile, or On Education",Jean-Jacques Rousseau,1
Philosophy,Being and Nothingness,Jean-Paul Sartre,1
Philosophy,Critique of Dialectical Reason,Jean-Paul Sartre,1
Philosophy,Existentialism Is a Humanism,Jean-Paul Sartre,1
Philosophy,Nausea,Jean-Paul Sartre,1
Philosophy,A Letter Concerning Toleration,John Locke,1
Philosophy,An Essay Concerning Human Understanding,John Locke,1
Philosophy,Some Thoughts Concerning Education,John Locke,1
Philosophy,Two Treatises of Government,John Locke,1
Philosophy,A Theory of Justice,John Rawls,1
Philosophy,Political Liberalism,John Rawls,1
Philosophy,The Law of Peoples,John Rawls,1
Philosophy,Bodies That Matter,Judith Butler,1
Philosophy,Gender Trouble,Judith Butler,1
Philosophy,Undoing Gender,Judith Butler,1
Philosophy,Knowledge and Human Interests,Jürgen Habermas,1
Philosophy,The Structural Transformation of the Public Sphere,Jürgen Habermas,1
Philosophy,The Theory of Communicative Action,Jürgen Habermas,1
Philosophy,Critique of Pure Reason,Kant,1
Philosophy,Groundwork of the Metaphysics of Morals,Kant,1
Philosophy,Conjectures and Refutations,Karl Popper,1
Philosophy,The Logic of Scientific Discovery,Karl Popper,1
Philosophy,The Open Society and Its Enemies,Karl Popper,1
Philosophy,The Poverty of Historicism,Karl Popper,1
Philosophy,On the Nature of Things,Lucretius,1
Philosophy,On Certainty,Ludwig Wittgenstein,1
Philosophy,Philosophical Investigations,Ludwig Wittgenstein,1
Philosophy,Remarks on the Foundations of Mathematics,Ludwig Wittgenstein,1
Philosophy,The Blue and Brown Books,Ludwig Wittgenstein,1
Philosophy,Tractatus Logico-Philosophicus,Ludwig Wittgenstein,1
Philosophy,After Virtue,MacIntyre,1
Philosophy,The Guide for the Perplexed,Maimonides,1
Philosophy,Meditations,Marcus Aurelius,1
Philosophy,Basic Writings,Martin Heidegger,1
Philosophy,Being and Time,Martin Heidegger,1
Philosophy,Introduction to Metaphysics,Martin Heidegger,1
Philosophy,The Question Concerning Technology,Martin Heidegger,1
Philosophy,Phenomenology of Perception,Maurice Merleau-Ponty,1
Philosophy,The Visible and the Invisible,Maurice Merleau-Ponty,1
Philosophy,Discipline and Punish,Michel Foucault,1
Philosophy,"History of Sexuality, Volume 1",Michel Foucault,1
Philosophy,Madness and Civilization,Michel Foucault,1
Philosophy,The Archaeology of Knowledge,Michel Foucault,1
Philosophy,The Birth of the Clinic,Michel Foucault,1
Philosophy,The Order of Things,Michel Foucault,1
Philosophy,Utilitarianism,Mill,1
Philosophy,Mortal Questions,Nagel,1
Philosophy,Beyond Good and Evil,Nietzsche,1
Philosophy,Genealogy of Morals,Nietzsche,1
Philosophy,Thus Spoke Zarathustra,Nietzsche,1
Philosophy,Reasons and Persons,Parfit,1
Philosophy,Apology,Plato,1
Philosophy,Charmides,Plato,1
Philosophy,Crito,Plato,1
Philosophy,Euthyphro,Plato,1
Philosophy,Gorgias,Plato,1
Philosophy,Ion,Plato,1
Philosophy,Laws,Plato,1
Philosophy,Lysis,Plato,1
Philosophy,Meno,Plato,1
Philosophy,Parmenides,Plato,1
Philosophy,Phaedrus,Plato,1
Philosophy,Philebus,Plato,1
Philosophy,Protagoras,Plato,1
Philosophy,Republic,Plato,1
Philosophy,Sophist,Plato,1
Philosophy,Statesman,Plato,1
Philosophy,Symposium,Plato,1
Philosophy,The Republic,Plato,1
Philosophy,Theaetetus,Plato,1
Philosophy,Timaeus,Plato,1
Philosophy,Discourse on the Method,René Descartes,1
Philosophy,Meditations on First Philosophy,René Descartes,1
Philosophy,Passions of the Soul,René Descartes,1
Philosophy,Principles of Philosophy,René Descartes,1
Philosophy,Rules for the Direction of the Mind,René Descartes,1
Philosophy,"Anarchy, State, and Utopia",Robert Nozick,1
Philosophy,Philosophical Explanations,Robert Nozick,1
Philosophy,Naming and Necessity,Saul Kripke,1
Philosophy,Letters from a Stoic,Seneca,1
Philosophy,On Anger,Seneca,1
Philosophy,On Benefits,Seneca,1
Philosophy,On Clemency,Seneca,1
Philosophy,On the Shortness of Life,Seneca,1
Philosophy,Memoirs of a Dutiful Daughter,Simone de Beauvoir,1
Philosophy,The Ethics of Ambiguity,Simone de Beauvoir,1
Philosophy,The Second Sex,Simone de Beauvoir,1
Philosophy,Ethics,Spinoza,1
Philosophy,Concluding Unscientific Postscript,Søren Kierkegaard,1
Philosophy,Either/Or,Søren Kierkegaard,1
Philosophy,Fear and Trembling,Søren Kierkegaard,1
Philosophy,Philosophical Fragments,Søren Kierkegaard,1
Philosophy,Repetition,Søren Kierkegaard,1
Philosophy,The Sickness Unto Death,Søren Kierkegaard,1
Philosophy,Works of Love,Søren Kierkegaard,1
Philosophy,Dialectic of Enlightenment,Theodor W. Adorno,1
Philosophy,Minima Moralia,Theodor W. Adorno,1
Philosophy,Negative Dialectics,Theodor W. Adorno,1
Philosophy,On Being and Essence,Thomas Aquinas,1
Philosophy,Behemoth,Thomas Hobbes,1
Philosophy,De Cive,Thomas Hobbes,1
Philosophy,Leviathan,Thomas Hobbes,1
Philosophy,Pragmatism,William James,1
Philosophy,Principles of Psychology,William James,1
Philosophy,The Varieties of Religious Experience,William James,1
Philosophy,The Will to Believe,William James,1
Philosophy,Philosophical Investigations,Wittgenstein,1
Philosophy,Tractatus Logico Philosophicus,Wittgenstein,1
Philosophy,"Language, Truth and Logic",A.J. Ayer,2
Philosophy,Necropolitics,Achille Mbembe,2
Philosophy,On the Postcolony,Achille Mbembe,2
Philosophy,The Virtuous City,Al-Farabi,2
Philosophy,Adventures of Ideas,Alfred North Whitehead,2
Philosophy,Process and Reality,Alfred North Whitehead,2
Philosophy,Science and the Modern World,Alfred North Whitehead,2
Philosophy,Monologion,Anselm of Canterbury,2
Philosophy,Proslogion,Anselm of Canterbury,2
Philosophy,Metaphysics,Aristotle,2
Philosophy,Ethics and the Limits of Philosophy,Bernard Williams,2
Philosophy,Truth and Truthfulness,Bernard Williams,2
Philosophy,The Journey of the Mind to God,Bonaventure,2
Philosophy,Psychopolitics,Byung-Chul Han,2
Philosophy,The Burnout Society,Byung-Chul Han,2
Philosophy,The Transparency Society,Byung-Chul Han,2
Philosophy,Philosophical Writings of Peirce,Charles Sanders Peirce,2
Philosophy,Race Matters,Cornel West,2
Philosophy,The American Evasion of Philosophy,Cornel West,2
Philosophy,Intention,Elizabeth Anscombe,2
Philosophy,Modern Moral Philosophy,Elizabeth Anscombe,2
Philosophy,Letter to Menoeceus,Epicurus,2
Philosophy,Principal Doctrines,Epicurus,2
Philosophy,Vatican Sayings,Epicurus,2
Philosophy,Principia Ethica,G.E. Moore,2
Philosophy,The Poetics of Space,Gaston Bachelard,2
Philosophy,The Psychoanalysis of Fire,Gaston Bachelard,2
Philosophy,A Treatise Concerning the Principles of Human Knowledge,George Berkeley,2
Philosophy,Three Dialogues between Hylas and Philonous,George Berkeley,2
Philosophy,Phenomenology of Spirit,Hegel,2
Philosophy,Creative Evolution,Henri Bergson,2
Philosophy,Matter and Memory,Henri Bergson,2
Philosophy,The Two Sources of Morality and Religion,Henri Bergson,2
Philosophy,Time and Free Will,Henri Bergson,2
Philosophy,The Production of Space,Henri Lefebvre,2
Philosophy,Eros and Civilization,Herbert Marcuse,2
Philosophy,One-Dimensional Man,Herbert Marcuse,2
Philosophy,"Reason, Truth and History",Hilary Putnam,2
Philosophy,The Collapse of the Fact/Value Dichotomy,Hilary Putnam,2
Philosophy,Hayy ibn Yaqzan,Ibn Tufail,2
Philosophy,The Sovereignty of Good,Iris Murdoch,2
Philosophy,"Mind, Language and Society",John Searle,2
Philosophy,Speech Acts,John Searle,2
Philosophy,The Construction of Social Reality,John Searle,2
Philosophy,Meditations on Quixote,José Ortega y Gasset,2
Philosophy,The Revolt of the Masses,José Ortega y Gasset,2
Philosophy,Desire in Language,Julia Kristeva,2
Philosophy,Powers of Horror,Julia Kristeva,2
Philosophy,Philosophy of Existence,Karl Jaspers,2
Philosophy,The Origin and Goal of History,Karl Jaspers,2
Philosophy,Cosmopolitanism,Kwame Anthony Appiah,2
Philosophy,The Lies That Bind,Kwame Anthony Appiah,2
Philosophy,Speculum of the Other Woman,Luce Irigaray,2
Philosophy,This Sex Which Is Not One,Luce Irigaray,2
Philosophy,Creating Capabilities,Martha Nussbaum,2
Philosophy,The Fragility of Goodness,Martha Nussbaum,2
Philosophy,Upheavals of Thought,Martha Nussbaum,2
Philosophy,Eclipse of Reason,Max Horkheimer,2
Philosophy,Justice: What's the Right Thing to Do?,Michael Sandel,2
Philosophy,Liberalism and the Limits of Justice,Michael Sandel,2
Philosophy,Oneself as Another,Paul Ricoeur,2
Philosophy,Time and Narrative,Paul Ricoeur,2
Philosophy,Animal Liberation,Peter Singer,2
Philosophy,Practical Ethics,Peter Singer,2
Philosophy,The Expanding Circle,Peter Singer,2
Philosophy,Natural Goodness,Philippa Foot,2
Philosophy,Virtues and Vices,Philippa Foot,2
Philosophy,Phaedo,Plato,2
Philosophy,The Enneads,Plotinus,2
Philosophy,"Contingency, Irony, and Solidarity",Richard Rorty,2
Philosophy,Philosophy and the Mirror of Nature,Richard Rorty,2
Philosophy,Meaning and Necessity,Rudolf Carnap,2
Philosophy,The Logical Structure of the World,Rudolf Carnap,2
Philosophy,Being and Nothingness,Sartre,2
Philosophy,Gravity and Grace,Simone Weil,2
Philosophy,The Need for Roots,Simone Weil,2
Philosophy,Waiting for God,Simone Weil,2
Philosophy,Mind and Cosmos,Thomas Nagel,2
Philosophy,The View from Nowhere,Thomas Nagel,2
Philosophy,What Does It All Mean?,Thomas Nagel,2
Philosophy,Illuminations,Walter Benjamin,2
Philosophy,The Arcades Project,Walter Benjamin,2
Philosophy,Theses on the Philosophy of History,Walter Benjamin,2
Philosophy,From a Logical Point of View,Willard Van Orman Quine,2
Philosophy,Word and Object,Willard Van Orman Quine,2
Poetry,Idylls of the King,"Alfred, Lord Tennyson",1
Poetry,In Memoriam A.H.H.,"Alfred, Lord Tennyson",1
Poetry,Selected Poems,"Alfred, Lord Tennyson",1
Poetry,Howl,Allen Ginsberg,1
Poetry,Howl and Other Poems,Allen Ginsberg,1
Poetry,Kaddish,Allen Ginsberg,1
Poetry,Poem Without a Hero,Anna Akhmatova,1
Poetry,Requiem,Anna Akhmatova,1
Poetry,Selected Poems,Anna Akhmatova,1
Poetry,A Season in Hell,Arthur Rimbaud,1
Poetry,Illuminations,Arthur Rimbaud,1
Poetry,Selected Haiku,Basho,1
Poetry,The Narrow Road to the Deep North,Basho,1
Poetry,Les Fleurs du mal,Charles Baudelaire,1
Poetry,Paris Spleen,Charles Baudelaire,1
Poetry,Divine Comedy,Dante Alighieri,1
Poetry,Omeros,Derek Walcott,1
Poetry,Selected Poems,Derek Walcott,1
Poetry,Selected Poems,Du Fu,1
Poetry,Collected Poems,Emily Dickinson,1
Poetry,Cathay,Ezra Pound,1
Poetry,Hugh Selwyn Mauberley,Ezra Pound,1
Poetry,The Cantos,Ezra Pound,1
Poetry,Gypsy Ballads,Federico García Lorca,1
Poetry,Lament for Ignacio Sánchez Mejías,Federico García Lorca,1
Poetry,Poet in New York,Federico García Lorca,1
Poetry,Riprap,Gary Snyder,1
Poetry,Gasoline,Gregory Corso,1
Poetry,Theogony,Hesiod,1
Poetry,Works and Days,Hesiod,1
Poetry,The Iliad,Homer,1
Poetry,The Odyssey,Homer,1
Poetry,Devotions upon Emergent Occasions,John Donne,1
Poetry,Holy Sonnets,John Donne,1
Poetry,Songs and Sonnets,John Donne,1
Poetry,Endymion,John Keats,1
Poetry,Hyperion,John Keats,1
Poetry,Odes,John Keats,1
Poetry,The Complete Poems,John Keats,1
Poetry,Paradise Lost,John Milton,1
Poetry,Paradise Regained,John Milton,1
Poetry,Montage of a Dream Deferred,Langston Hughes,1
Poetry,Selected Poems,Langston Hughes,1
Poetry,The Weary Blues,Langston Hughes,1
Poetry,A Coney Island of the Mind,Lawrence Ferlinghetti,1
Poetry,Selected Poems,Li Bai,1
Poetry,Childe Harold's Pilgrimage,Lord Byron,1
Poetry,Don Juan,Lord Byron,1
Poetry,Manfred,Lord Byron,1
Poetry,Sunstone,Octavio Paz,1
Poetry,The Labyrinth of Solitude,Octavio Paz,1
Poetry,Selected Poems,Osip Mandelstam,1
Poetry,Stone,Osip Mandelstam,1
Poetry,Metamorphoses,Ovid,1
Poetry,Canto General,Pablo Neruda,1
Poetry,Residence on Earth,Pablo Neruda,1
Poetry,Twenty Love Poems and a Song of Despair,Pablo Neruda,1
Poetry,Adonais,Percy Bysshe Shelley,1
Poetry,Ozymandias and Other Poems,Percy Bysshe Shelley,1
Poetry,Prometheus Unbound,Percy Bysshe Shelley,1
Poetry,Canzoniere,Petrarch,1
Poetry,Gitanjali,Rabindranath Tagore,1
Poetry,Selected Poems,Rabindranath Tagore,1
Poetry,Duino Elegies,Rainer Maria Rilke,1
Poetry,Letters to a Young Poet,Rainer Maria Rilke,1
Poetry,Sonnets to Orpheus,Rainer Maria Rilke,1
Poetry,Collected Poems,Robert Frost,1
Poetry,New Hampshire,Robert Frost,1
Poetry,North of Boston,Robert Frost,1
Poetry,Selected Poems,Rumi,1
Poetry,Biographia Literaria,Samuel Taylor Coleridge,1
Poetry,Kubla Khan,Samuel Taylor Coleridge,1
Poetry,The Rime of the Ancient Mariner,Samuel Taylor Coleridge,1
Poetry,North,Seamus Heaney,1
Poetry,Opened Ground,Seamus Heaney,1
Poetry,Selected Poems,Seamus Heaney,1
Poetry,Station Island,Seamus Heaney,1
Poetry,Ariel,Sylvia Plath,1
Poetry,Four Quartets,T. S. Eliot,1
Poetry,The Waste Land,T. S. Eliot,1
Poetry,Prufrock and Other Observations,T.S. Eliot,1
Poetry,The Aeneid,Virgil,1
Poetry,Selected Poems,W. B. Yeats,1
Poetry,The Tower,W.B. Yeats,1
Poetry,The Winding Stair,W.B. Yeats,1
Poetry,Collected Poems,Wallace Stevens,1
Poetry,Harmonium,Wallace Stevens,1
Poetry,The Auroras of Autumn,Wallace Stevens,1
Poetry,Drum-Taps,Walt Whitman,1
Poetry,Leaves of Grass,Walt Whitman,1
Poetry,Jerusalem,William Blake,1
Poetry,Milton,William Blake,1
Poetry,Songs of Innocence and Experience,William Blake,1
Poetry,Songs of Innocence and of Experience,William Blake,1
Poetry,The Marriage of Heaven and Hell,William Blake,1
Poetry,Collected Poems,William Carlos Williams,1
Poetry,Paterson,William Carlos Williams,1
Poetry,Spring and All,William Carlos Williams,1
Poetry,Lyrical Ballads,William Wordsworth,1
Poetry,Selected Poems,William Wordsworth,1
Poetry,The Prelude,William Wordsworth,1
Poetry,Diving into the Wreck,Adrienne Rich,2
Poetry,The Dream of a Common Language,Adrienne Rich,2
Poetry,Call Me Ishmael Tonight,Agha Shahid Ali,2
Poetry,Rooms Are Never Finished,Agha Shahid Ali,2
Poetry,Poems,Andrew Marvell,2
Poetry,Autobiography of Red,Anne Carson,2
Poetry,"Glass, Irony and God",Anne Carson,2
Poetry,Selected Poems,Czesław Miłosz,2
Poetry,The Captive Mind,Czesław Miłosz,2
Poetry,Collected Poems,Dylan Thomas,2
Poetry,Aurora Leigh,Elizabeth Barrett Browning,2
Poetry,Sonnets from the Portuguese,Elizabeth Barrett Browning,2
Poetry,The Temple,George Herbert,2
Poetry,The Happy Birthday of Death,Gregory Corso,2
Poetry,Annie Allen,Gwendolyn Brooks,2
Poetry,Selected Poems,Gwendolyn Brooks,2
Poetry,Selected Poems,Hafez,2
Poetry,Book of Blues,Jack Kerouac,2
Poetry,Mexico City Blues,Jack Kerouac,2
Poetry,Averno,Louise Glück,2
Poetry,The Wild Iris,Louise Glück,2
Poetry,Memory for Forgetfulness,Mahmoud Darwish,2
Poetry,"Unfortunately, It Was Paradise",Mahmoud Darwish,2
Poetry,Complete Poems,Marianne Moore,2
Poetry,Observations,Marianne Moore,2
Poetry,Selected Poems,Marina Tsvetaeva,2
Poetry,The Book of the Dead,Muriel Rukeyser,2
Poetry,Night Sky with Exit Wounds,Ocean Vuong,2
Poetry,Time Is a Mother,Ocean Vuong,2
Poetry,Poèmes saturniens,Paul Verlaine,2
Poetry,Romances sans paroles,Paul Verlaine,2
Poetry,Men and Women,Robert Browning,2
Poetry,The Ring and the Book,Robert Browning,2
Poetry,Poésies,Stéphane Mallarmé,2
Poetry,Birthday Letters,Ted Hughes,2
Poetry,Crow,Ted Hughes,2
Poetry,The Book of Seventy,Alicia Ostriker,3
Poetry,Collected Poems,Muriel Spark,3
Political Economy,Capital Vol 1,Marx,2
Political Theory,The Federalist Papers,"Alexander Hamilton, James Madison, and John Jay",1
Political Theory,Democracy in America,Alexis de Tocqueville,1
Political Theory,The Old Regime and the Revolution,Alexis de Tocqueville,1
Political Theory,Idea of Justice,Amartya Sen,1
Political Theory,Selections from the Prison Notebooks,Antonio Gramsci,1
Political Theory,Human Condition,Arendt,1
Political Theory,Origins of Totalitarianism,Arendt,1
Political Theory,Political Theology,Carl Schmitt,1
Political Theory,The Concept of the Political,Carl Schmitt,1
Political Theory,Black Marxism,Cedric J. Robinson,1
Political Theory,Reflections on the Revolution in France,Edmund Burke,1
Political Theory,Leviathan,Hobbes,1
Political Theory,The Hedgehog and the Fox,Isaiah Berlin,1
Political Theory,Two Concepts of Liberty,Isaiah Berlin,1
Political Theory,Seeing Like a State,James C Scott,1
Political Theory,Considerations on Representative Government,John Stuart Mill,1
Political Theory,On Liberty,John Stuart Mill,1
Political Theory,The Subjection of Women,John Stuart Mill,1
Political Theory,"Capital, Volume I",Karl Marx,1
Political Theory,"Capital, Volume II",Karl Marx,1
Political Theory,"Capital, Volume III",Karl Marx,1
Political Theory,The Eighteenth Brumaire of Louis Bonaparte,Karl Marx,1
Political Theory,The Communist Manifesto,Karl Marx and Friedrich Engels,1
Political Theory,The German Ideology,Karl Marx and Friedrich Engels,1
Political Theory,Two Treatises of Government,Locke,1
Political Theory,The Prince,Machiavelli,1
Political Theory,Communist Manifesto,Marx & Engels,1
Political Theory,On Liberty,Mill,1
Political Theory,Persian Letters,Montesquieu,1
Political Theory,The Spirit of the Laws,Montesquieu,1
Political Theory,Anarchy State and Utopia,Nozick,1
Political Theory,Open Society and Its Enemies,Popper,1
Political Theory,Theory of Justice,Rawls,1
Political Theory,Social Contract,Rousseau,1
Political Theory,State and Revolution,Vladimir Lenin,1
Political Theory,What Is to Be Done?,Vladimir Lenin,1
Political Theory,The Liberty of Ancients Compared with That of Moderns,Benjamin Constant,2
Political Theory,On the Political,Chantal Mouffe,2
Political Theory,The Democratic Paradox,Chantal Mouffe,2
Political Theory,The Concept of Representation,Hannah Pitkin,2
Political Theory,The Managerial Revolution,James Burnham,2
Political Theory,Art of Not Being Governed,James C Scott,2
Political Theory,Discourses on Livy,Machiavelli,2
Political Theory,Political Liberalism,Rawls,2
Political Theory,Politics and Vision,Sheldon Wolin,2
Psychology,Thinking Fast and Slow,Kahneman,1
Religion,Institutes of the Christian Religion,John Calvin,1
Religion,Ninety-Five Theses,Martin Luther,1
Religion,On the Freedom of a Christian,Martin Luther,1
Religion,The Bondage of the Will,Martin Luther,1
Religion,Tanakh,The Hebrew Bible,1
Religion,The New Testament,The New Testament,1
Religion,The Qur'an,The Qur'an,1
Religion,The Imitation of Christ,Thomas à Kempis,1
Religion,"Adam, Eve, and the Serpent",Elaine Pagels,2
Religion,The Gnostic Gospels,Elaine Pagels,2
Religion,Dark Night of the Soul,John of the Cross,2
Religion,The Ascent of Mount Carmel,John of the Cross,2
Religion,A History of Religious Ideas,Mircea Eliade,2
Religion,The Sacred and the Profane,Mircea Eliade,2
Religion,The Interior Castle,Teresa of Ávila,2
Religion,The Life of Teresa of Jesus,Teresa of Ávila,2
Religion,Selections from the Talmud,The Talmud,2
Religion,The Marriage of East and West,Bede Griffiths,3
Science,Elegant Universe,Brian Greene,1
Science,The Elegant Universe,Brian Greene,1
Science,Cosmos,Carl Sagan,1
Science,Pale Blue Dot,Carl Sagan,1
Science,The Demon-Haunted World,Carl Sagan,1
Science,On the Origin of Species,Charles Darwin,1
Science,The Descent of Man,Charles Darwin,1
Science,The Voyage of the Beagle,Charles Darwin,1
Science,Origin of Species,Darwin,1
Science,Beginning of Infinity,David Deutsch,1
Science,Brief History of Time,Hawking,1
Science,Genius,James Gleick,1
Science,The Information,James Gleick,1
Science,The Double Helix,James Watson,1
Science,Silent Spring,Rachel Carson,1
Science,The Sea Around Us,Rachel Carson,1
Science,The Blind Watchmaker,Richard Dawkins,1
Science,The Selfish Gene,Richard Dawkins,1
Science,QED,Richard Feynman,1
Science,"Surely You're Joking, Mr. Feynman!",Richard Feynman,1
Science,The Feynman Lectures on Physics,Richard Feynman,1
Science,A Brief History of Time,Stephen Hawking,1
Science,Structure of Scientific Revolutions,Thomas Kuhn,1
Science,The Structure of Scientific Revolutions,Thomas Kuhn,1
Science,The Structure of Scientific Revolutions,Thomas S. Kuhn,1
Science,Consilience,E.O. Wilson,2
Science,Sociobiology,E.O. Wilson,2
Science,The Diversity of Life,E.O. Wilson,2
Science,Climbing Mount Improbable,Richard Dawkins,2
Science,The Mismeasure of Man,Stephen Jay Gould,2
Science,The Panda's Thumb,Stephen Jay Gould,2
Science,Wonderful Life,Stephen Jay Gould,2
Science Fiction,Brave New World,Aldous Huxley,1
Science Fiction,Island,Aldous Huxley,1
Science Fiction,The Demolished Man,Alfred Bester,1
Science Fiction,The Stars My Destination,Alfred Bester,1
Science Fiction,Hard to Be a God,Arkady and Boris Strugatsky,1
Science Fiction,Monday Starts on Saturday,Arkady and Boris Strugatsky,1
Science Fiction,Roadside Picnic,Arkady and Boris Strugatsky,1
Science Fiction,2001: A Space Odyssey,Arthur C. Clarke,1
Science Fiction,Against the Fall of Night,Arthur C. Clarke,1
Science Fiction,Childhood's End,Arthur C. Clarke,1
Science Fiction,Earthlight,Arthur C. Clarke,1
Science Fiction,Rendezvous with Rama,Arthur C. Clarke,1
Science Fiction,The City and the Stars,Arthur C. Clarke,1
Science Fiction,The Fountains of Paradise,Arthur C. Clarke,1
Science Fiction,Foundation,Asimov,1
Science Fiction,Out of the Silent Planet,C.S. Lewis,1
Science Fiction,Perelandra,C.S. Lewis,1
Science Fiction,That Hideous Strength,C.S. Lewis,1
Science Fiction,Iron Council,China Miéville,1
Science Fiction,Hyperion,Dan Simmons,1
Science Fiction,Chapterhouse: Dune,Frank Herbert,1
Science Fiction,Destination: Void,Frank Herbert,1
Science Fiction,Dune,Frank Herbert,1
Science Fiction,God Emperor of Dune,Frank Herbert,1
Science Fiction,Heretics of Dune,Frank Herbert,1
Science Fiction,The Dosadi Experiment,Frank Herbert,1
Science Fiction,The White Plague,Frank Herbert,1
Science Fiction,Peace,Gene Wolfe,1
Science Fiction,The Book of the Long Sun,Gene Wolfe,1
Science Fiction,The Citadel of the Autarch,Gene Wolfe,1
Science Fiction,The Claw of the Conciliator,Gene Wolfe,1
Science Fiction,The Fifth Head of Cerberus,Gene Wolfe,1
Science Fiction,The Shadow of the Torturer,Gene Wolfe,1
Science Fiction,The Sword of the Lictor,Gene Wolfe,1
Science Fiction,Animal Farm,George Orwell,1
Science Fiction,Nineteen Eighty-Four,George Orwell,1
Science Fiction,Axiomatic,Greg Egan,1
Science Fiction,Quarantine,Greg Egan,1
Science Fiction,Schild's Ladder,Greg Egan,1
Science Fiction,The First Men in the Moon,H.G. Wells,1
Science Fiction,The Food of the Gods,H.G. Wells,1
Science Fiction,The Invisible Man,H.G. Wells,1
Science Fiction,The Island of Doctor Moreau,H.G. Wells,1
Science Fiction,The Shape of Things to Come,H.G. Wells,1
Science Fiction,The Sleeper Awakes,H.G. Wells,1
Science Fiction,The Time Machine,H.G. Wells,1
Science Fiction,The War of the Worlds,H.G. Wells,1
Science Fiction,Time Machine,HG Wells,1
Science Fiction,Player of Games,Iain Banks,1
Science Fiction,Consider Phlebas,Iain M. Banks,1
Science Fiction,Look to Windward,Iain M. Banks,1
Science Fiction,Matter,Iain M. Banks,1
Science Fiction,The Hydrogen Sonata,Iain M. Banks,1
Science Fiction,The Player of Games,Iain M. Banks,1
Science Fiction,Use of Weapons,Iain M. Banks,1
Science Fiction,Forward the Foundation,Isaac Asimov,1
Science Fiction,Foundation and Earth,Isaac Asimov,1
Science Fiction,Foundation's Edge,Isaac Asimov,1
Science Fiction,"I, Robot",Isaac Asimov,1
